07,Gen_V_L1-N
08,Gen_V_L2-N
09,Gen_V_L3-N
12,Gen_V_L1-L2
13,Gen_V_L2-L3
14,Gen_V_L3-L1
15,Gen_A_L1
16,Gen_A_L2
17,Gen_A_L3
19,RPM
20,Gen_Freq
22,W-TerminalFreq
26,Gen_kW
27,Gen_kW_L1
28,Gen_kW_L2
29,Gen_kW_L3
30,Gen_kVAr
31,Gen_kVAr_L1
32,Gen_kVAr_L2
33,Gen_kVAr_L3
34,Gen_PF
35,Gen_PF_L1
36,Gen_PF_L2
37,Gen_PF_L3
57,Battery_Volts
60,Oil_Pressure
61,water_temp
147,ECU_State
3000,Run_Hours1
3001,Run_Hours2
3005,Energy_kWh1
3006,Energy_kWh2
